Provincia,Partido,Unnamed: 2,Poblacion,ADSL,CABLEMODEM,Unnamed: 6,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,Unnamed: 13,Latitud,Longitud
MENDOZA,Luján de Cuyo,0,21470,SI,--,0,SI,--,SI,SI,0,0,500630100,"-33,1173844439975",0
MENDOZA,0,0,00,--,0,0,--,--,0,0,SI,SI,500630600,0,"-68,8877014932113"
MENDOZA,0,Barrio Perdriel IV,3710,--,0,--,SI,--,0,--,--,SI,00,"-33,0753282280469","-68,9250404043338"
0,Luján de Cuyo,Cacheuta,00,0,--,--,0,0,SI,SI,0,0,500630300,"-33,0367104413315",0
0,Luján de Cuyo,CARRODILLA,00,0,--,--,SI,0,SI,--,SI,0,500630600,"-32,9776578285745","-68,8524394649607"
0,Luján de Cuyo,CHACRAS DE CORIA,00,0,--,--,0,0,SI,--,SI,SI,00,"-32,9899032062811","-68,8913679185275"
MENDOZA,Luján de Cuyo,Costa Flores,00,--,--,--,0,--,SI,0,SI,SI,00,0,"-68,9343214868201"
MENDOZA,0,El Carmelo,00,--,0,--,--,--,0,--,--,0,500630500,"-32,9551111218674","-69,281192394514"
MENDOZA,Luján de Cuyo,0,3440,--,--,0,--,--,SI,--,0,SI,500630500,"-33,3037433557192",0
MENDOZA,Luján de Cuyo,El Salto,00,--,--,--,0,--,SI,0,--,--,500630600,0,"-69,3336484431929"
0,Luján de Cuyo,La Puntilla,00,0,--,--,0,0,SI,0,--,--,00,0,"-68,8723323876365"
MENDOZA,0,Las Carditas,00,--,0,--,--,--,0,--,0,--,500630500,"-32,9551111218674",0
MENDOZA,0,0,8270,SI,0,0,--,--,0,SI,0,0,500630700,"-33,0343953638207",0
0,Luján de Cuyo,Las Vegas,4500,0,--,--,--,0,SI,0,--,--,500630800,0,"-69,2764002200338"
0,Luján de Cuyo,Los Manantiales,00,0,--,--,0,0,--,0,SI,SI,00,"-32,8990128008468","-69,3340868979844"
MENDOZA,Guaymallén,PEDRO MOLINA,00,--,--,--,0,--,--,--,SI,0,500280300,"-32,8749826070419","-68,8287743942338"
0,Guaymallén,Puente de Hierro,75240,0,--,SI,--,0,SI,SI,0,SI,500280500,"-32,8596996528436",0
MENDOZA,Guaymallén,0,00,--,--,0,SI,SI,--,0,SI,SI,00,0,"-68,7484037679985"
MENDOZA,0,0,00,--,0,0,SI,--,0,0,SI,SI,500280500,0,"-68,8127477726945"
0,Guaymallén,San Jose,00,0,--,--,0,0,--,--,0,SI,500280300,"-32,887910080091",0
MENDOZA,Guaymallén,VILLA NUEVA,00,--,--,--,0,--,--,--,SI,0,500280300,"-32,9010420892697","-68,8031458310547"
0,Junín,ALTO VERDE,00,0,--,--,--,0,--,--,--,--,00,"-33,15452764","-68,35591009"
MENDOZA,Junín,Ingeniero Giagnoni,00,SI,--,SI,0,--,SI,0,SI,SI,500350100,0,"-68,4208925887498"
MENDOZA,0,0,63240,SI,0,SI,SI,--,0,SI,0,0,500350200,"-33,1450869905894",0
MENDOZA,Junín,0,94030,--,--,0,SI,SI,SI,--,0,SI,500350300,"-33,0927994762934",0
MENDOZA,0,0,45720,SI,0,0,--,--,0,0,SI,SI,500350400,0,"-68,567527971482"
MENDOZA,0,Medrano,8170,--,0,--,--,--,0,0,--,--,00,0,"-68,6231695474222"
0,Junín,Phillips,00,0,--,--,0,0,SI,SI,0,--,500350600,"-33,2032507142375",0
0,Junín,Rodríguez Peña,7510,0,--,--,--,0,SI,SI,0,0,500350700,"-33,1211519220358",0
MENDOZA,0,Desaguadero,4240,--,0,--,--,--,0,SI,SI,SI,00,"-33,4052265769401","-67,1641664357197"
MENDOZA,La Paz,0,78720,SI,0,0,SI,--,--,0,SI,SI,00,0,"-67,5595785270435"
MENDOZA,La Paz,Villa Antigua,00,--,--,--,0,--,--,--,--,0,500420300,"-33,4645156410531","-67,6055785043576"
0,Las Heras,Blanco Encalada,00,0,--,--,--,0,--,SI,0,0,500490100,"-33,0355485376289",0
MENDOZA,Las Heras,0,51030,--,--,0,--,--,--,--,--,SI,00,"-32,7248779288865","-68,9085584856171"
MENDOZA,0,El Algarrobal,00,--,0,--,SI,--,0,0,SI,SI,00,0,"-68,7957179005563"
MENDOZA,0,El Borbollon,00,--,0,--,--,--,0,--,0,SI,500490400,"-32,8069208013923",0
MENDOZA,0,0,00,--,0,0,SI,--,0,--,--,0,500490400,"-32,8187507127469","-68,9164320667614"
0,Las Heras,EL PLUMERILLO,00,0,--,--,SI,0,--,0,SI,SI,00,0,"-68,8191474531696"
0,Las Heras,EL RESGUARDO,00,0,--,--,0,0,--,--,SI,--,00,"-32,7650499892594","-68,7913047281368"
MENDOZA,Las Heras,0,00,--,--,0,SI,--,0,--,SI,0,500490400,"-32,8555537707294","-68,8280317752065"
MENDOZA,0,Jocolí,8040,--,0,--,--,--,0,SI,0,SI,500490300,"-32,5843190924112",0
MENDOZA,0,La Cieneguita,00,--,0,--,--,--,0,0,SI,SI,00,0,"-68,8646206504362"
MENDOZA,0,0,80,--,0,0,--,--,0,--,SI,SI,00,"-32,8079619437825","-70,0851824266087"
0,Las Heras,Las Heras,1890670,0,SI,SI,SI,0,SI,SI,0,0,500490500,"-32,8499236875213",0
0,Las Heras,Los Penitentes,00,0,--,--,0,0,--,--,--,0,500490600,"-32,8369504266306","-69,853921289708"
NEUQUEN,Ñorquín,Caviahué,00,--,--,SI,0,SI,SI,SI,--,SI,00,"-37,8741211534774","-71,0537792468958"
0,Ñorquín,Copahue,10,0,--,--,--,0,SI,0,--,--,580840200,0,"-71,0991107043764"
NEUQUEN,Ñorquín,0,7340,--,--,0,--,SI,SI,SI,--,0,580840300,"-37,4408647694624","-70,6441818646861"
NEUQUEN,0,0,13910,--,0,0,--,SI,0,SI,0,0,580840400,"-37,6415832578483",0
0,Ñorquín,Taquimilán,00,0,--,--,0,0,SI,0,--,--,580840500,0,"-70,2503863712688"
NEUQUEN,Pehuenches,Barrancas,00,--,--,--,0,SI,SI,SI,--,--,00,"-36,8247372962673","-69,9164782914754"
NEUQUEN,0,0,24430,--,0,0,--,SI,0,SI,0,SI,580910200,"-37,0507876062807",0
NEUQUEN,0,Octavio Pico,1130,--,0,--,--,--,0,--,--,0,580910300,"-37,5865104880568","-68,2686075936205"
0,Pehuenches,Rincón de los Sauces,00,0,SI,SI,0,0,SI,0,SI,SI,580910400,0,"-68,9309943279283"
0,Picún Leufú,El Sauce,710,0,--,--,--,0,--,0,--,--,00,0,"-69,5298228549207"
0,Picún Leufú,Paso Aguerre,2070,0,--,--,0,0,--,SI,0,0,580980100,"-39,3393978445221",0
NEUQUEN,Picún Leufú,Picún Leufú,00,--,--,--,0,SI,SI,SI,0,SI,580980200,"-39,5191361709356",0
NEUQUEN,0,Bajada del Agrio,7920,--,0,--,--,--,0,0,--,SI,00,0,"-70,0276785984599"
NEUQUEN,Picunches,0,4320,--,--,0,--,SI,--,0,--,--,581050200,0,"-70,3665560313021"
NEUQUEN,Picunches,Las Lajas,00,--,--,SI,0,SI,--,SI,0,0,581050300,"-38,5292612011937",0
0,Picunches,Quili Malal,00,0,--,--,0,0,--,--,--,0,581050400,"-38,3213178634179","-69,8143687558623"
0,Zapala,Covunco Centro,00,0,--,--,--,0,--,0,--,SI,581120300,0,"-70,0275921805241"
MENDOZA,Maipú,Fray Luis Beltrán,00,0,SI,SI,0,--,SI,0,SI,SI,00,0,"-68,6612377129718"
MENDOZA,0,GENERAL GUTIERREZ,00,--,0,--,SI,--,0,--,0,SI,500700400,"-32,9797721809011",0
MENDOZA,Maipú,0,00,--,--,0,SI,--,0,--,0,0,500700900,"-32,9500582112409",0
MENDOZA,Maipú,0,1066620,SI,SI,0,SI,--,SI,0,SI,SI,00,0,"-68,8068438760291"
MENDOZA,0,0,123270,SI,0,0,SI,--,0,0,SI,SI,500700700,0,"-68,7010652608485"
MENDOZA,Maipú,Russell,00,SI,--,SI,0,--,--,SI,SI,0,500700800,"-33,0046770772729","-68,8012715093769"
0,Maipú,San Roque,00,0,--,SI,0,0,SI,SI,0,SI,500700900,"-33,0285638174611",0
MENDOZA,0,Villa Teresa,3160,--,0,--,--,--,0,0,--,--,00,0,"-68,6288154157882"
MENDOZA,Malargüe,0,4430,--,--,0,--,SI,--,--,SI,SI,00,"-36,1532390359812","-68,3048428543176"
MENDOZA,Malargüe,Bardas Blancas,00,--,--,--,0,0,--,SI,0,0,500770100,"-35,870882529299",0
0,Malargüe,Las Leñas,90,0,--,--,SI,0,--,SI,SI,0,500770300,"-35,1539650781638","-70,0817910991633"
LA RIOJA,Coronel Felipe Varela,0,8610,--,0,0,SI,--,SI,0,--,SI,460280400,0,"-68,0970404734465"
LA RIOJA,0,Santa Clara,00,--,0,--,--,--,0,--,--,--,00,"-29,361377257847","-68,6264098036917"
LA RIOJA,0,0,49310,--,0,0,SI,SI,0,SI,--,0,460280500,"-29,3227046223336","-68,2230741292594"
LA RIOJA,Famatina,0,2000,--,--,0,--,--,--,--,0,0,460490100,"-28,8736691237645",0
0,Famatina,Angulos,00,0,--,--,0,0,SI,--,--,--,00,"-28,6595753462725","-67,6529605556859"
LA RIOJA,Famatina,Antinaco,00,--,--,--,0,--,--,0,--,--,00,0,"-67,3233196534937"
LA RIOJA,Famatina,0,1500,--,--,0,--,--,--,--,0,--,460490400,"-28,8911007689177",0
LA RIOJA,0,0,8920,--,0,--,SI,--,0,SI,--,0,460490500,"-28,5560208289878",0
LA RIOJA,0,0,2680,--,--,0,--,--,SI,--,--,--,00,"-28,6123449106977","-67,5874723425836"
LA RIOJA,0,Famatina,24660,SI,0,--,SI,--,0,0,SI,SI,00,0,"-67,5207596756722"
LA RIOJA,Famatina,La Cuadra,00,--,--,--,0,--,SI,--,--,0,460490800,"-28,4724817643376","-67,6918652569621"
0,Famatina,Pituil,8490,0,--,--,--,0,SI,SI,0,0,460490900,"-28,5815077306519",0
0,Famatina,Plaza Vieja,00,0,--,--,0,0,--,0,--,--,460491000,0,"-67,5201315513043"
LA RIOJA,Famatina,Santa Cruz,00,--,--,--,0,--,SI,--,--,--,00,"-28,4907371198","-67,6899252647169"
LA RIOJA,0,0,930,--,0,0,--,--,0,--,0,0,460491200,"-28,5600668428725",0
LA RIOJA,General Angel V Peñaloza,0,5320,--,--,0,SI,--,SI,SI,--,0,460560100,"-30,165433857594","-66,556575245663"
LA RIOJA,General Angel V Peñaloza,Tama,00,SI,--,--,0,--,SI,SI,--,SI,00,"-30,5173084388038","-66,5413792482074"
0,General Belgrano,Castro Barros,1160,0,--,--,--,0,SI,0,--,--,460630100,0,"-65,7419372748158"
LA RIOJA,0,Chañar,9030,SI,0,--,SI,--,0,SI,SI,0,460630200,"-30,5590304532238","-65,9735931205601"
FORMOSA,Matacos,0,127980,SI,--,0,--,SI,SI,SI,0,SI,340280100,"-23,8976004129254",0
0,Patiño,Bartolomé de las Casas,11340,0,--,--,--,0,SI,0,--,--,00,0,"-59,6181476016645"
0,Patiño,Colonia Sarmiento,00,--,--,--,0,--,--,0,--,--,340350200,0,"-59,4332808273711"
FORMOSA,Patiño,Comandante Fontana,00,--,--,--,0,--,SI,SI,0,SI,340350300,"-25,3347934740298",0
0,Patiño,El Recreo,00,0,--,--,0,0,--,--,0,0,340350400,"-25,0663152545433",0
FORMOSA,Patiño,0,45230,SI,--,0,--,--,SI,0,--,SI,340350500,0,"-60,0939271832043"
FORMOSA,0,0,13510,--,0,0,--,--,0,--,--,SI,00,0,"-59,8282499173384"
0,Patiño,Fortín Sargento 1º Leyes,1330,0,--,--,0,0,SI,--,--,0,340350700,"-24,5503048524758","-59,390271557059"
FORMOSA,Patiño,Ibarreta,00,SI,--,--,0,SI,SI,SI,0,0,340350800,"-25,2113191232301",0
0,Patiño,Juan G Bazán,00,0,--,--,0,0,SI,--,--,SI,00,0,"-60,8341896995338"
0,Patiño,Las Lomitas,123990,0,--,--,SI,0,SI,0,SI,SI,340351000,0,"-60,5937892586839"
FORMOSA,0,0,6030,--,0,0,--,--,0,--,0,0,340351100,"-24,2115848629554",0
FORMOSA,0,Pozo del Tigre,45170,SI,0,--,SI,--,0,SI,0,SI,340351200,"-24,8975997693171",0
FORMOSA,0,San Martín I,660,--,0,--,--,--,0,0,--,--,340351300,0,"-59,902051229705"
FORMOSA,Patiño,0,31190,--,--,0,SI,--,SI,0,--,SI,00,0,"-59,656351890373"
0,Susques,Olacapato,00,0,--,--,0,0,SI,--,0,--,380840550,"-24,1152805507803",0
FORMOSA,Pilcomayo,Laguna Naick-Neck,00,SI,--,--,0,SI,SI,SI,--,0,340490300,"-25,2193910506962","-58,1230791260523"
FORMOSA,Pilcomayo,0,2120,--,--,0,--,--,SI,--,--,SI,00,"-25,2475512345955","-57,9768403788083"
FORMOSA,0,0,6690,--,0,0,--,--,0,0,--,--,00,0,"-57,6524943008573"
0,Pilcomayo,Riacho He-He,43040,0,--,--,SI,0,SI,SI,SI,0,340490600,"-25,3617117019838","-58,2782518825352"
0,Pilcomayo,Riacho Negro,00,0,--,--,0,0,SI,--,0,0,340490700,"-25,4224320225992",0
FORMOSA,0,Siete Palmas,8630,SI,0,--,SI,--,0,SI,--,SI,00,"-25,2015076619063","-58,330676377416"
FORMOSA,0,0,44940,--,0,0,SI,--,0,0,--,SI,340560100,0,"-59,0780331803401"
FORMOSA,Pirané,0,142280,SI,--,0,SI,SI,SI,SI,0,0,340560200,"-26,3117354640006",0
FORMOSA,0,0,63790,--,0,0,--,SI,0,SI,SI,0,340560300,"-25,5639063797961","-59,3360059836081"
FORMOSA,Pirané,Pirané,00,--,--,--,0,SI,SI,0,SI,SI,00,0,"-59,1075205904775"
0,Pirané,Villa Kilómetro 213,46750,0,--,--,--,0,SI,SI,--,SI,00,"-26,1864626491659","-59,3683950578867"
FORMOSA,0,0,33710,--,0,0,--,--,0,--,0,0,340630100,"-23,1607663192891",0
FORMOSA,Ramón Lista,0,4150,--,--,0,--,--,SI,--,0,--,340630300,"-23,3394869143818",0
ENTRE RIOS,0,Hernández,15100,SI,0,0,--,SI,0,0,SI,SI,300770500,0,"-60,0301404781048"
ENTRE RIOS,Nogoyá,0,43640,SI,--,0,--,--,SI,SI,SI,SI,00,"-32,3859289481651","-59,531300464703"
0,Nogoyá,Nogoyá,228240,0,--,--,--,0,SI,SI,0,0,300770700,"-32,3956416421841",0
ENTRE RIOS,Nogoyá,XX de Setiembre,00,--,--,--,0,--,SI,SI,--,0,300770800,"-32,3866241398753","-59,6630736582897"
0,Paraná,Aldea María Luisa,00,0,--,--,0,0,SI,SI,--,SI,00,"-31,8847292300203","-60,4087456869806"
0,Paraná,Aldea San Juan,660,0,--,--,--,0,--,0,--,--,00,0,"-60,3583819889242"
ENTRE RIOS,0,0,1440,--,0,0,--,--,0,SI,--,0,300840200,"-31,9598299451355","-60,2558755485286"
ENTRE RIOS,0,Aldea Santa María,3020,--,0,--,--,--,0,SI,0,--,300840300,"-31,6128701885629",0
0,Paraná,Aldea Santa Rosa,710,0,--,--,--,0,--,0,--,--,300840400,0,"-60,2411073474122"
ENTRE RIOS,Paraná,Cerrito,00,SI,SI,--,0,SI,SI,0,SI,SI,00,0,"-60,0740223148253"
ENTRE RIOS,Paraná,0,29700,SI,--,0,--,--,SI,SI,0,SI,300840600,"-31,7680690511493",0
ENTRE RIOS,0,Colonia Crespo,690,--,0,--,--,--,0,--,0,0,300840650,"-31,6777727008412",0
ENTRE RIOS,Paraná,Colonia Merou,00,--,--,--,0,--,--,0,--,--,300841100,0,"-60,3016846563"
0,Paraná,Crespo,195360,0,SI,--,0,0,SI,SI,SI,SI,00,"-32,0346491846505","-60,3107514290928"
0,Paraná,Crucesitas Séptima Sección,820,0,--,--,--,0,SI,--,0,0,300840950,"-31,38833",0
0,Paraná,El Palenque,00,0,--,--,0,0,SI,SI,0,SI,300840800,"-31,6625748086746",0
ENTRE RIOS,0,General Ramírez,88680,SI,0,--,--,--,0,0,SI,SI,00,0,"-60,1985605811767"
ENTRE RIOS,0,0,220,--,0,0,--,--,0,0,--,--,300211230,0,"-60,649121973368"
0,Diamante,Las Jaulas,00,--,--,--,0,--,--,--,0,--,300211270,"-31,8327184836082",0
0,Diamante,Paraje La Virgen,590,0,--,--,--,0,--,--,--,0,300211300,"-31,917362571918","-60,6531968809921"
0,Diamante,Puerto Las Cuevas,00,0,--,--,0,0,--,0,--,--,300211400,0,"-60,4872902471305"
ENTRE RIOS,Diamante,Strobel,00,--,SI,--,0,--,--,--,SI,SI,00,"-32,0585362988015","-60,6108078415946"
ENTRE RIOS,0,Villa Libertador San Martín,63120,SI,0,--,--,--,0,SI,0,SI,300211500,"-32,0697561751369",0
ENTRE RIOS,Federación,0,327340,SI,SI,0,SI,--,SI,SI,0,0,300280100,"-30,7540759107669",0
ENTRE RIOS,0,0,1370,--,0,0,--,--,0,0,--,--,00,0,"-58,0221576342783"
ENTRE RIOS,0,Colonia Ensanche Sauce,00,--,0,--,--,--,0,0,--,SI,300280900,0,"-57,8648918069168"
0,Federación,Colonia La Argentina,00,0,--,--,0,0,SI,SI,0,0,300280400,"-31,0739",0
0,Federación,Colonia Peña,580,0,--,--,--,0,SI,--,0,--,300280500,"-30,7974915997552",0
ENTRE RIOS,0,Colonia Santa María,00,--,0,--,--,--,0,0,--,SI,00,0,"-58,1858011706289"
ENTRE RIOS,Federación,0,166580,SI,--,0,SI,--,SI,SI,SI,SI,00,"-30,990072444489","-57,9183475208406"
ENTRE RIOS,Federación,Los Conquistadores,00,--,SI,--,0,--,SI,SI,0,0,300280800,"-30,5944074579969",0
0,Federación,San Jaime de la Frontera,41430,0,SI,--,--,0,SI,SI,SI,0,300280900,"-30,3396273493524","-58,3080915973688"
FORMOSA,Ramón Lista,0,19020,--,--,0,SI,SI,SI,0,--,--,00,0,"-62,304068544241"
JUJUY,0,Abdón Castro Tolay,2790,--,0,0,--,--,0,--,--,--,00,"-23,3386411031225","-66,0901432282825"
JUJUY,0,Abra Pampa,87050,--,0,--,--,SI,0,SI,--,0,380070200,"-22,7215697648051","-65,6932137518832"
JUJUY,0,0,560,--,0,0,--,--,0,--,0,--,380070300,"-23,1538168323179",0
0,Cochinoca,Agua de Castilla,960,0,--,--,--,0,--,--,--,--,00,"-23,2161107288132","-65,8126832832967"
0,Cochinoca,Casabindo,00,0,--,--,0,0,--,0,--,--,00,0,"-66,0287330395054"
JUJUY,0,0,670,--,0,0,--,--,--,--,0,--,380070500,"-22,7419005409313",0
JUJUY,0,La Redonda,450,--,0,--,--,SI,0,--,--,0,380070550,"-22,5289792213782","-65,5227806528915"
JUJUY,0,0,2550,--,0,0,SI,--,0,0,--,SI,00,0,"-65,6988399422374"
JUJUY,Cochinoca,0,530,--,--,0,--,--,--,--,--,--,00,"-23,2858702882652","-65,7700882487411"
0,Cochinoca,Quera,00,0,--,--,0,0,--,--,0,--,380070670,"-23,1008393564743",0
JUJUY,Cochinoca,Rinconadillas,00,--,--,--,0,--,--,--,--,0,380070700,"-23,2886643513195","-65,9412335357817"
JUJUY,Cochinoca,San Francisco de Alfarcito,00,--,--,--,0,0,--,--,--,--,00,"-23,2753025226875","-65,9463804620407"
0,Cochinoca,Santa Ana de la Puna,410,0,--,--,--,0,--,0,--,--,00,0,"-66,0321033317768"
JUJUY,Cochinoca,0,1520,--,0,0,--,--,--,--,--,0,380070900,"-23,5155069556653","-65,9476128685398"
JUJUY,0,Tambillos,1220,--,0,--,--,--,0,--,0,0,380070950,"-22,8895749670499",0
0,Cochinoca,Tusaquillas,1340,0,--,--,--,0,--,0,--,--,380071000,0,"-65,9732427949322"
0,Doctor Manuel Belgrano,Dr Manuel Belgrano,00,0,--,--,0,0,SI,--,--,--,00,0,"-65,2984613199784"
JUJUY,Doctor Manuel Belgrano,0,5180,SI,SI,0,--,--,--,SI,0,SI,380210100,"-24,1861828032769",0
JUJUY,0,0,420,--,0,0,SI,--,0,--,0,0,380210200,"-24,2607538226752",0
JUJUY,Doctor Manuel Belgrano,León,00,--,SI,--,0,SI,--,0,--,--,380210300,0,"-65,4315558946392"
0,Doctor Manuel Belgrano,Lozano (Ap Chañi),00,0,--,--,0,0,SI,0,SI,SI,00,0,"-65,4047004835351"
0,Doctor Manuel Belgrano,Ocloyas,700,0,--,--,--,0,--,--,0,0,380210500,"-23,9096538285094",0
JUJUY,Doctor Manuel Belgrano,San Pablo De Reyes,00,0,--,--,0,--,--,--,0,--,380210500,"-24,1436588948106",0
JUJUY,0,San Salvador de Jujuy (Est Jujuy),2579700,SI,0,--,SI,SI,0,SI,SI,SI,00,"-24,1953577939088","-65,302450636841"
JUJUY,Doctor Manuel Belgrano,0,19530,--,--,0,--,SI,0,0,SI,SI,380210700,0,"-65,4145726152103"
0,El Carmen,Aguas Calientes,00,0,--,--,0,0,SI,--,0,0,380140100,"-24,5838759624546",0
0,El Carmen,Barrio El Milagro,13210,0,--,--,--,0,--,--,--,0,380140200,"-24,4612361196434","-65,119054261617"
JUJUY,El Carmen,Barrio La Unión,00,--,--,--,0,--,--,--,--,--,00,"-24,4035420691548","-65,0685901094716"
0,El Carmen,El Carmen,00,0,SI,--,0,0,SI,0,SI,SI,380140400,0,"-65,260519420291"
JUJUY,El Carmen,0,00,--,--,0,--,--,--,--,0,0,380140400,"-24,587376342521",0
JUJUY,0,0,8640,--,0,0,--,--,0,--,0,SI,380140500,"-24,4735714061733",0
JUJUY,0,Loteo San Vicente,2110,--,0,--,--,--,0,0,--,SI,380140550,0,"-65,1843971543033"
JUJUY,El Carmen,0,3260,--,--,0,--,SI,--,0,SI,SI,00,0,"-64,9759262948199"
0,El Carmen,Monterrico,115910,0,SI,--,--,0,SI,SI,0,SI,380140700,"-24,4385200992504",0
0,El Carmen,Pampa Blanca,00,SI,SI,--,0,SI,SI,SI,SI,0,380140800,"-24,5329937382422",0
JUJUY,0,0,447500,--,0,0,--,SI,0,SI,SI,SI,00,"-24,3798152834467","-65,1132793807486"
JUJUY,0,Pila Pardo,00,--,0,--,--,--,0,0,--,--,00,0,"-64,9141975517301"
0,Yavi,La Quiaca,00,0,--,--,0,0,SI,SI,--,0,381120500,"-22,100030990273","-65,5962624926205"
JUJUY,Yavi,Llulluchayoc,00,--,--,--,0,--,--,--,0,0,381120600,"-22,5152169464206",0
JUJUY,0,0,2330,--,0,0,SI,--,0,--,--,SI,00,"-22,2890579793897","-65,6786766560839"
JUJUY,Yavi,0,00,--,--,0,--,--,--,0,--,--,00,0,"-65,3097886156379"
JUJUY,0,0,3780,--,--,0,--,SI,--,--,0,--,381120800,"-22,130283",0
JUJUY,0,Yavi Chico,330,--,0,--,SI,--,0,--,--,0,381120900,"-22,0909983923897","-65,4650631210317"
LA PAMPA,Atreucó,Doblas,00,--,SI,--,0,SI,SI,0,--,--,00,0,"-64,0140550927574"
0,Atreucó,Macachín,48140,0,--,--,SI,0,SI,SI,--,SI,00,"-37,1369555361687","-63,667141835534"
LA PAMPA,0,Miguel Riglos,20340,--,0,--,SI,SI,0,SI,--,0,420070300,"-36,8538749058938","-63,6881846143541"
LA PAMPA,0,0,6780,--,0,0,--,SI,0,SI,0,SI,420070400,"-37,166824214775",0
LA PAMPA,Atreucó,0,3070,--,--,0,--,SI,SI,SI,--,--,00,"-36,8406606874148","-63,5205021645149"
LA PAMPA,0,0,680,--,0,0,--,--,0,0,--,--,00,0,"-63,8608882456791"
LA PAMPA,Caleu Caleu,La Adela,00,--,SI,--,0,SI,SI,--,SI,0,420140200,"-38,9739618507806","-64,0893166949512"
0,Capital,Anguil,17050,0,SI,--,SI,0,SI,SI,0,SI,420210100,"-36,527922625355",0
0,Susques,Olaroz Chico,2260,0,--,--,SI,0,SI,0,--,--,00,0,"-66,7829414619282"
0,Susques,Pastos Chicos,00,0,--,--,0,0,--,--,--,--,00,"-23,7718693292219","-66,420983463337"
JUJUY,0,Puesto Sey,940,--,0,--,SI,--,0,--,0,0,380840800,"-23,9584550578191",0
JUJUY,0,0,720,--,0,0,SI,SI,0,--,--,0,380840900,"-23,1460647975727","-66,2485374885877"
JUJUY,Susques,Susques,00,--,--,--,0,0,SI,0,--,SI,00,0,"-66,3674476958012"
0,Tilcara,Colonia San José,2740,0,--,--,--,0,--,0,--,--,380940100,0,"-65,3910451552268"
JUJUY,0,Huacalera,7120,--,0,--,SI,--,0,--,--,0,380940200,"-23,4341642603915",0
JUJUY,Tilcara,0,2000,--,--,0,--,--,--,SI,0,--,380940300,"-23,5025387170793",0
0,Tilcara,Maimará,00,0,--,--,SI,0,SI,0,--,SI,00,0,"-65,4078600419067"
JUJUY,Tilcara,Tilcara,00,--,--,--,0,SI,SI,0,SI,SI,380940500,0,"-65,3940793438321"
0,Tilcara,Yacoraite,00,0,--,--,0,0,--,--,0,--,380940400,"-23,4023544678311",0
0,Tumbaya,Bárcena,1390,0,--,--,--,0,SI,--,0,0,380980100,"-23,9694741938995",0
JUJUY,0,0,1540,--,0,0,--,--,0,0,--,--,380980200,0,"-65,8300087469469"
JUJUY,0,Puerta de Colorados,280,--,0,--,--,--,0,--,--,--,00,"-23,5613891108623","-65,69123062536"
0,Tumbaya,Purmamarca,8910,0,--,--,--,0,SI,SI,--,0,380980300,"-23,7409980636707","-65,5052412332687"
0,Tumbaya,Tumbaya,00,0,--,--,0,--,SI,SI,0,0,380980400,"-23,8523034100617",0
0,Tumbaya,Volcán,11210,0,--,--,--,0,SI,0,--,SI,380980500,0,"-65,4630986774907"
0,Valle Grande,Caspalá,00,0,--,--,0,0,--,0,--,--,00,0,"-65,1183997355336"
JUJUY,0,Pampichuela,1300,--,0,--,--,--,0,--,0,--,381050200,"-23,5544093778059",0
JUJUY,0,0,5040,--,0,0,--,--,0,--,--,0,381050300,"-23,6174664054774","-64,9548612286321"
JUJUY,Valle Grande,0,4160,--,--,0,--,SI,--,0,--,--,00,"-23,3576613065649","-64,9879232445175"
ENTRE RIOS,0,El Pingo,7660,--,0,--,--,--,0,0,SI,SI,300840900,0,"-59,8938069366259"
ENTRE RIOS,Paraná,El Ramblón,00,--,--,--,0,--,--,--,0,0,300840950,"-31,8480473768248",0
0,Paraná,El Ramblón,00,0,--,--,0,0,SI,--,0,SI,300840950,"-31,8480473768248",0
ENTRE RIOS,0,0,48050,--,0,0,SI,SI,0,0,SI,SI,00,0,"-59,83696962349"
ENTRE RIOS,Paraná,0,53730,--,SI,0,--,--,SI,SI,SI,SI,00,"-31,2324500702019","-59,9872576438234"
0,Paraná,La Picada,00,0,--,--,0,0,--,SI,0,SI,300841200,"-31,7267100818149",0
0,Paraná,Las Tunas,1010,0,--,--,--,0,SI,--,--,0,300841300,"-31,8706095724666","-59,7324361083485"
ENTRE RIOS,0,0,75570,--,0,0,SI,--,0,0,SI,SI,00,0,"-59,9044379252459"
ENTRE RIOS,0,Oro Verde,41160,SI,0,--,--,--,0,SI,SI,SI,00,"-31,8257355466309","-60,5182728163031"
ENTRE RIOS,0,Paraná,2471390,SI,0,0,SI,SI,0,SI,SI,0,300841600,"-31,7415676426411","-60,5284145917589"
ENTRE RIOS,Paraná,0,2820,--,--,0,--,--,--,SI,0,0,300841700,"-31,4287140394702",0
0,Paraná,Pueblo Brugo,8020,0,--,--,--,0,SI,SI,SI,SI,00,"-31,3883015926493","-60,0938334043815"
ENTRE RIOS,Paraná,Pueblo General San Martín,00,--,--,--,0,--,--,0,--,SI,300841900,0,"-60,1679618601982"
NEUQUEN,Zapala,0,2290,--,--,0,--,--,SI,--,0,--,581120100,"-38,8384807985925",0
NEUQUEN,0,0,26600,SI,0,0,--,SI,0,SI,0,0,581120200,"-38,7642591265553",0
NEUQUEN,Zapala,0,1250,--,--,0,--,--,--,0,--,SI,00,0,"-69,750265287383"
NEUQUEN,0,0,320970,SI,0,SI,SI,SI,0,0,SI,SI,581120400,0,"-70,0668545323772"
